,District,Taluk,% Angawadis in rented building,%Anganwadis in Own building,No.of Anganawadi Workers,No. of Anganawadi Helpers,% children in Anganwadi,Sites available for Urban Anagwadi (as per GIS 2022-23),Per Capita Income (at constant prices),Total children age 6-23 months receiving an adequate diet (%),Children under age 3 years breastfed within one hour of birth(%),Children with diarrhoea  who received oral rehydration salts (ORS)(%),Children under 5 years who are underweight (weight-for-age) (%),Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),Medical officer-MBBS - Deficit,Health Assistant (male/female) - Deficit,Deprivation % - Households with Not even one household member has completed six years of schooling.,Deprivation % - Households with Any school age children not attending school (6-14),"Deprivation % - Households that have inadequate housing material in either floor, roofor wall",Deprivation % - Households that cook using solid fuel,Deprivation % - Households with no safe drinking water or 30 min away,Deprivation % - Households that have no electricity,Deprivation % - Households with no sanitation facility,Deprivation % - No household member has a bank account or a post office account.,Children age 6 to 59 months who are stunted (height-for-age) (%),Children age 6 to 59 months who are severely wasted (weight-for-height) (%),Children under age 6 months exclusively breastfed(%),Children age 9-35 months who received a vitamin A dose(%),children low birth weight (%),Number of total notification case of Tuberculosis,Children age 12-23 months fully vaccinated based(%),Received Health Insurance (%),Gap in CHC Doctor,Gap in CHC Labtech,Gap in CHC pharmacist,Gap in CHC Staff Nurse( 1shift),Gap in PHC Doctor,Gap in PHC Labtech,Gap in PHC Pharmacist,Gap in PHC Staff Nurse,Number of Asha Working_Per_1000_Population,Number of CHO Working_Per_1000_Population,Gap in number of Subcentre,Gap in number of PHC,Gap in number of CHC,Under5_mortality (per 1000),MMR  (per 1 lakh),infantmortality_Neg,% Adolescent girls aged 15-19 years who are anaemic (%),%Pregnant women age 15-49 years who are anaemic ,%Children age 6-59 months who are anaemic (%),Prevalence of diarrhoea under 5 years of age (%),No. of Anganwadis/UPHCs have conducted at least one Village Health Sanitation & Nutrition day / Urban Health Sanitation & Nutrit,Deprivation % - Households with adult between 15-49 whose BMI is below normal or children under 5 years who are stunted or waste,Deprivation % - Households with with any woman has not received at least 4 antenatal care visits for the most recent birth or ha
136,Tumkur,Kunigal,10.353535353535353,64.14141414141415,389.0,338.0,58.5689803907674,11.30232558139535,159824.0,8.485111949521672,29.43150744149334,89.38749572795625,32.07381538541687,14.35248271961235,9.0375,16.0,11.1232,0.9713,37.8401,27.5356,8.9285,0.5043,8.3712,2.9077,33.38805,0.338213,44.31004,25.39848,15.84052,176.0,95.94554,28.81268,-2.0,4.0,2.0,4.0,-2.0,7.0,8.0,29.0,0.835278,0.146389,-12.5556,-13.0,1.0,2.021713660448917,86.85816028345648,6.175723057968672,62.28758503697588,78.15016780957022,59.38149456733786,2.478363,396.0,22.4737,2.1512
137,Ballari,Kurugodu,11.29032258064516,76.61290322580645,137.0,133.0,107.22007499061014,11.30232558139535,255974.0,0.6944444444444445,32.19742063492063,78.47222222222223,37.13955026455027,13.9021164021164,9.0375,26.953846153846154,11.0462,4.3834,35.5932,20.2805,18.9947,0.1461,30.9176,6.3413,37.98446,12.40534,51.71662,11.2963,21.41272,466.0,67.47685,38.31148,3.0,4.0,1.0,5.0,-0.32888888888888895,3.9599999999999995,4.52,7.0,0.7684136860465115,0.13270830128205127,12.7646,-1.486725663716814,1.0752212389380533,2.8142835145400613,225.28797557052613,29.701150731213225,49.56725954270597,34.85725308641975,41.12516534444444,3.375772,124.0,45.7043,18.5856
138,Koppal,Kushtagi,15.816326530612246,80.35714285714286,380.0,354.0,95.31766373472085,11.30232558139535,99589.0,10.4704799872624,33.49029982363315,80.27667548500882,41.34130213065398,10.11754727611209,3.0,26.953846153846154,15.1609,4.8166,55.9091,73.2671,5.4274,0.3616,46.0449,1.1244,37.38501,1.011527,61.88456,25.39991,34.17076,496.0,58.84149,22.98032,1.3911111111111112,5.0,1.0933333333333333,-3.0,-5.0,3.0,1.0,-9.0,0.777107,0.114903,28.1012,1.0,1.0,12.641824981675217,45.56883514767244,55.65164379265966,62.30265285126396,42.66754850088184,69.30037691400571,10.17002,392.0,44.6562,20.9317
139,Gadag,Laxmeshwar,18.75,81.25,115.0,112.0,76.32135730208016,11.30232558139535,89827.0,9.144587928282016,30.15873015873015,98.36309523809524,43.9270414605236,18.76062925170065,4.0,8.0,8.1605,1.8591,60.998,37.4951,3.4442,2.3092,42.4658,5.362,50.30778,9.821429,52.79294,36.75595,54.71611,54.0,31.30952,44.33386,1.3911111111111112,2.0,1.0933333333333333,-1.0,-1.0,1.0,4.52,-2.0,0.7684136860465115,0.13270830128205127,6.3384,-1.486725663716814,1.0752212389380533,12.641824981675217,99.07338837735145,19.51607142784283,54.21225434618292,75.6547619047619,66.45772134587752,3.104883,112.0,59.7847,10.998
140,Raichur,Lingasugur,19.074074074074073,73.33333333333333,531.0,515.0,107.95235914817138,7.0,1113286.0,2.469477513227512,70.06601631393298,85.73015873015873,45.08662971361384,29.02606571669071,9.0375,4.0,13.4616,11.9846,42.6358,48.9158,6.8272,0.3813,43.1379,6.2816,40.5585,13.65246,48.37645,28.64636,29.71278,433.0,42.72714,21.23676,1.0,2.0,2.0,-3.0,-11.0,3.9599999999999995,4.0,-40.0,0.675759,0.085596,48.2754,2.0,1.0752212389380533,12.641824981675217,122.02819998135153,34.97591069450786,77.34843506764479,66.1550925925926,68.2378737062453,2.886409,540.0,53.9323,18.033
141,Mandya,Maddur,4.411764705882353,75.0,390.0,379.0,61.12814911252363,11.30232558139535,88522.0,4.277683295540439,69.81158899797293,100.0,19.61334128558831,11.00741685563114,9.0375,26.953846153846154,10.8457,0.0297,36.5135,13.2645,2.2444,2.8704,12.2017,1.4352,19.05711,6.704637,59.31477,53.43316,29.04042,293.0,79.28359,44.94999,-2.0,4.0,-2.0,4.0,-4.0,13.0,8.0,17.0,0.757293,0.15212,-5.696,-10.0,1.0,12.641824981675217,236.50236119723067,7.155892857012749,50.80510755228018,37.89965986394558,67.29960317483983,0.497024,408.0,19.4445,1.0999
142,Tumkur,Madhugiri,14.018691588785046,80.37383177570094,423.0,362.0,62.53617268442283,4.0,141840.0,18.35203569578569,36.62380130762484,66.67072261435007,30.57682067414801,10.7219175121486,9.0375,26.953846153846154,7.5354,2.0438,35.6235,18.4926,9.5883,0.4346,16.2111,8.0622,36.56709,6.816933,55.09448,44.4985,25.90726,290.0,96.15356,36.11687,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-7.0,3.0,5.0,9.0,0.906479,0.182758,-1.3088,-5.0,2.0,12.641824981675217,56.32704321779063,16.127938837539183,63.87420383051712,93.92134689928807,62.8770819312019,1.848925,428.0,37.8688,4.1418
143,Kodagu,Madikeri,5.577689243027888,86.05577689243027,245.0,244.0,59.778478606762285,11.30232558139535,214576.0,0.492454594017094,51.8841893060643,66.60657051282051,21.41946479446479,14.24031177156176,3.0,26.953846153846154,3.7467,0.7965,36.9351,19.4652,13.39,1.8287,5.5185,4.4945,34.15611,13.13489,63.94555,32.80515,30.49464,114.0,58.44685,52.63642,5.0,5.0,2.0,5.0,2.0,3.0,3.0,4.0,0.810064,0.227621,6.728,-1.486725663716814,1.0,12.641824981675217,16.74265169351267,30.46842399558839,24.89218728802062,56.03632478632478,52.29892937741438,7.206633,248.0,23.7159,8.8264
144,Ramanagar,Magadi,13.008130081300814,72.35772357723577,349.0,251.0,59.224508818652936,2.0,178569.0,6.25440134229197,44.94662945598923,50.56715311598124,11.30892484045386,12.40896483771065,2.0,26.953846153846154,9.5698,0.0062,41.4777,4.9731,2.6205,0.1942,8.8028,2.1758,6.804084,9.426632,76.29514,39.34636,34.677,143.0,71.28599,41.32458,-1.0,5.0,1.0933333333333333,3.0,-0.32888888888888895,2.0,2.0,16.0,0.74013,0.13270830128205127,-20.575,-7.0,1.0752212389380533,30.865048498079922,113.08170633348097,79.79814409317446,34.82156454062844,53.70693542568542,60.6287259149512,3.4934,369.0,18.8155,0.8768
145,Mandya,Malavalli,17.060367454068242,63.77952755905512,362.0,329.0,53.17988433862747,11.30232558139535,71001.0,4.470136345136345,65.07347629222629,100.0,13.90110844017094,14.14585877085877,9.0375,12.0,10.1714,1.0218,36.5461,8.4439,3.642,0.5721,25.1725,4.7273,14.96322,2.765158,58.63512,46.60297,29.46978,216.0,79.02142,44.36406,1.3911111111111112,4.0,2.0,3.0,-5.0,8.0,5.0,26.0,0.73947,0.126669,-0.1178,-9.0,1.0,12.641824981675217,50.91126949346139,7.155892857012749,59.19233312983313,49.58570750237418,61.41741919353488,0.396317,381.0,15.9205,1.624
146,Kolar,Malur,10.197368421052632,62.5,303.0,271.0,65.86941977110621,11.30232558139535,210291.0,16.35383604584928,43.38551049137155,62.64722680723621,10.15148254829687,21.9978811649107,9.0375,4.0,5.6581,0.7898,38.8134,5.7864,4.7656,0.5887,20.9649,1.2361,24.75909,3.250865,66.19741,51.0914,27.82287,154.0,96.27745,34.49957,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-0.32888888888888895,2.0,2.0,-6.0,0.58537,0.142491,5.837,-1.0,1.0,27.521427612334435,16.00660908179678,3.9446120129870126,47.00481889925029,48.12373315787613,70.15734694891125,1.471,304.0,28.5529,2.8042
147,Mandya,Mandya,13.043478260869565,65.21739130434783,497.0,465.0,61.640978835002656,3.0,129791.0,2.569681861348528,47.20109340248229,100.0,7.94749058811559,21.74634151856374,1.0,10.0,9.1006,0.304,21.8751,8.3212,1.8305,1.4262,13.541,1.4036,27.56476,6.994103,60.91486,53.74757,20.07125,410.0,91.94409,36.27747,-1.0,8.0,2.0,9.0,-3.0,6.0,6.0,29.0,0.627251,0.120358,4.1482,-16.0,1.0,12.641824981675217,73.99190034732744,29.497891428051,25.87636203816759,21.80782797449465,59.04869675087143,1.849033,403.0,20.6688,4.1849
148,Dakshina Kannada,Mangalore,12.66490765171504,63.852242744063325,360.0,367.0,46.498629623059415,5.0,378750.0,9.144587928282016,64.60658482142857,80.89192708333334,27.70342813051146,21.64794146825397,10.0,17.0,0.5169,0.0938,16.6405,8.8541,8.3541,0.0923,10.7665,3.0616,19.84313,7.886905,61.10073,50.51414,37.18221,432.0,61.76758,27.8236,-2.0,4.0,2.0,1.0,-0.32888888888888895,3.9599999999999995,3.0,27.0,0.323005,0.065237,226.7857,11.0,6.0,0.8686422529236353,86.74227413226414,1.03344624,46.31039186507937,46.58854166666666,69.23573908784375,10.06944,379.0,21.2068,4.4063
149,Raichur,Manvi,53.36134453781513,68.4873949579832,244.0,237.0,109.00800835935812,1.0,114306.0,12.86191027336861,69.82312543423654,89.5679012345679,38.05567855253702,24.6515097832062,9.0375,26.953846153846154,15.622,4.9654,52.0044,38.4199,8.1129,0.2733,43.2303,21.3315,28.75316,6.977881,64.17176,45.67765,31.59995,326.0,43.20795,18.24717,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-2.0,2.0,4.52,-16.0,0.63574,0.09149,17.6278,2.0,1.0,12.641824981675217,71.86646555863773,17.74494961453462,78.18706105127235,31.51234567901235,75.98127736684766,4.593046,238.0,41.7431,10.376
150,Raichur,Maski,30.120481927710845,69.87951807228916,238.0,228.0,135.25825171664664,11.30232558139535,145930.0,14.13818027210884,68.41680090692536,93.98899711399712,41.05534562339216,24.14073119491138,1.0,26.953846153846154,16.4775,9.5344,46.1212,41.4249,7.653,1.0167,45.8909,13.2207,38.23135,11.19656,54.76757,35.15873,35.98973,240.0,65.15456,17.87981,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,1.0,5.0,4.0,-7.0,0.7684136860465115,0.13270830128205127,-3.835,-2.0,1.0,12.641824981675217,69.5852466724166,39.753937321208255,78.40357290102187,65.4919733044733,78.16950640513947,6.595173,249.0,47.3208,13.9385
151,Chitradurga,Molakalmuru,3.4653465346534658,94.55445544554455,201.0,190.0,118.96152859998861,2.0,154953.0,38.83557581018518,64.98949032738093,100.0,19.80184909611992,10.15620202073885,2.0,5.0,8.9665,0.2379,41.829,12.7286,4.3941,0.223,36.974,0.0595,49.86194,5.614046,79.52886,49.43549,33.8799,301.0,94.21611,34.62127,3.0,4.0,1.0,2.0,-0.32888888888888895,3.0,3.0,1.0,0.87847,0.104892,5.6366,-1.0,1.0752212389380533,12.641824981675217,155.30176281498402,8.836744626322746,53.86521887400794,50.9240658068783,56.69159053960392,1.150794,202.0,34.2602,3.829
152,Dakshina Kannada,Mudabidri,5.357142857142857,94.64285714285714,92.0,110.0,64.29796189396612,11.30232558139535,788705.0,9.144587928282016,62.53787878787878,66.66666666666667,22.64870931537598,28.09203142536476,9.0375,9.0,0.162,0.072,20.4067,8.7727,5.8935,0.045,13.2176,3.3291,14.55628,1.082251,57.07702,59.77273,35.338,96.0,20.54924,24.15996,1.0,2.0,2.0,1.0,-0.32888888888888895,3.9599999999999995,3.0,8.0,0.7684136860465115,0.13270830128205127,8.843333,-1.0,1.0752212389380533,40.3169817965369,86.74227413226414,7.79193984,89.01515151515152,29.26136363636364,73.95382395484849,11.36364,112.0,21.8373,5.4166
153,Belagavi,Mudalagi,0.24330900243309003,71.53284671532847,405.0,376.0,143.5686743220804,11.30232558139535,125567.0,8.209064327485379,67.26002444106297,96.21710526315789,27.48507543463683,13.64011485996134,6.0,14.0,7.9343,3.9091,38.64,26.613,6.7676,0.4995,40.6961,3.5997,34.26901,20.89251,52.6697,51.71466,37.55986,118.0,59.22149,20.83198,1.0,2.0,2.0,2.3200000000000003,-1.0,1.0,1.0,1.0,0.7684136860465115,0.13270830128205127,21.4192,-1.0,1.0,12.641824981675217,27.234901046644445,2.6696692251461984,62.59192805245436,21.2719298245614,72.17234012756836,5.458558,411.0,43.2968,14.4151
154,Vijayapura,Muddebihal,50.72992700729927,60.94890510948905,274.0,274.0,86.55944385917799,11.30232558139535,157615.0,9.910274621212118,42.02859971467926,62.98453282828283,37.64704949932222,13.84860838669432,2.0,7.0,15.6508,8.2259,59.2876,60.3422,8.3053,5.108,60.8176,10.5764,57.06922,1.173699,47.938,42.82774,27.48229,290.0,61.88447,21.06149,5.0,6.0,3.0,2.3200000000000003,-0.32888888888888895,3.0,4.0,4.0,0.754391,0.111444,12.255,1.0,-1.0,85.74689029664441,55.54572223128745,31.11983117768045,50.07761017917268,58.22679924242424,69.34793723248048,3.735562,274.0,45.7857,30.6368
155,Bagalkot,Mudhol,20.350877192982455,72.28070175438597,268.0,250.0,90.89376555258353,6.0,188586.0,4.658745659722221,14.40910218253968,43.25086805555556,48.97686876202501,24.80574673445767,3.0,21.0,10.3494,4.7828,47.3447,41.7237,2.3834,0.9821,60.2374,5.0067,49.53392,4.396426,57.70642,35.97966,36.60847,301.0,54.24986,24.75266,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-4.0,1.0,2.0,-4.0,0.729134,0.052746,31.2934,-2.0,2.0,7.713724170783795,18.489138767803446,21.672013507241928,49.1563608555796,47.55704365079364,56.08565286963415,0.164072,285.0,48.1861,3.4135
156,Chikmagalur,Mudigere,2.547770700636943,84.07643312101911,189.0,168.0,54.51901886004228,2.0,156692.0,1.472222222222223,91.08816964285714,76.80530753968253,34.33059964726631,26.22133694334214,4.0,21.0,5.0634,1.9787,28.785,51.3784,33.2926,0.9115,3.7239,0.3724,33.15776,16.26618,87.62175,58.48204,11.56351,114.0,95.19676,42.63874,4.0,4.0,2.0,2.0,5.0,9.0,14.0,26.0,0.853748,0.371539,-32.3047,-11.0,1.0752212389380533,2.67173298925148,13.668357654024568,3.661215,47.58735394620811,4.208829365079366,28.43900725475917,13.07254,157.0,26.7063,3.6183
157,Kolar,Mulabagilu,22.897196261682243,43.45794392523364,419.0,403.0,68.98396377545983,11.30232558139535,155743.0,6.995934827663735,17.74893869685444,67.29686407109975,13.69521478945875,36.91675375045224,13.0,36.0,6.6948,0.8781,38.2838,13.9664,4.5714,0.2369,16.4315,2.3179,16.47092,7.34769,60.23191,56.10287,33.90628,263.0,75.65842,49.68059,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-2.0,3.0,10.0,5.0,0.683168,0.14364,-1.0448,-9.0,2.0,40.53663845963551,16.00660908179678,36.71516585660069,66.77067669855867,43.36768782634205,59.63740887383914,5.147532,428.0,33.9018,3.6511
158,Gadag,Mundargi,3.488372093023256,91.86046511627907,166.0,160.0,79.52462632426007,11.30232558139535,139645.0,2.555941358024691,30.28080908289242,79.51388888888889,37.21396964018492,12.39716527042915,2.0,26.953846153846154,9.1484,1.7516,68.4526,45.1883,3.1705,3.2189,46.462,3.7725,58.75716,7.808642,42.85714,38.79451,43.63284,127.0,53.64859,36.01743,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-1.0,1.0,4.52,3.0,0.76985,0.138712,-0.0396,-3.0,1.0,12.641824981675217,106.25907473367677,29.73189153664239,60.02832280031353,62.67361111111111,66.2159694940296,4.908215,172.0,45.2791,11.3326
159,Uttara Kannada,Mundgod,8.064516129032258,82.25806451612904,186.0,164.0,88.6999758739815,11.30232558139535,146023.0,3.31803902116402,46.52842787999037,99.609375,45.50563813356783,5.997504273173915,2.0,1.0,6.5333,0.4241,46.8331,34.7211,16.773,0.5055,16.3148,2.9607,42.86453,4.910312,42.40846,41.15111,45.4643,98.0,89.20139,26.51357,5.0,5.0,1.0,5.0,2.0,5.0,1.0,3.0,0.86161,0.195417,13.496,1.0,1.0752212389380533,13.591696424021734,86.94937923960931,10.408571427530573,40.30787325583641,18.12491075186388,61.26163983585859,15.62115,186.0,41.5012,16.3266
160,Mysuru,Mysuru,24.34325744308231,44.30823117338004,569.0,545.0,37.04892174181173,6.0,179865.0,6.889178019692725,40.85425652632848,61.02591036414566,29.86943650323376,16.59484755440637,22.0,51.0,6.7129,1.0669,31.2047,3.5278,2.1883,2.2117,16.9924,5.2021,43.86186,4.05859,61.57096,55.35562,38.74469,812.0,76.91906,30.59485,3.0,10.0,3.0,2.0,-0.32888888888888895,3.0,10.0,22.0,0.247525,0.027646,250.9028,4.0,8.0,9.12074365296195,66.50234394741136,28.623571428050997,35.97347158560393,28.16760037348272,57.57221444169056,1.591225,569.0,36.4535,6.4014
161,Mandya,Nagamangala,1.912568306010929,54.91803278688525,346.0,239.0,60.41054685021241,1.0,243150.0,11.05521616422029,71.05073000072534,100.0,16.14361788465604,20.0582777767447,9.0375,12.0,11.109,0.7617,34.9214,15.0799,3.5418,1.1094,24.7778,2.7086,14.81949,7.8295,72.16956,46.86578,29.22019,112.0,93.9926,48.42623,8.0,9.0,4.0,10.0,-1.0,10.0,13.0,25.0,0.836011,0.172427,-13.7192,-8.0,-1.0,12.641824981675217,45.88462490967155,7.155892857012749,45.77772052165885,43.52755062858549,50.21526413892812,1.377905,223.0,22.4299,1.5136
162,Mysuru,Nanjangud,2.7027027027027026,86.66666666666667,551.0,545.0,69.17659256553318,2.0,165366.0,22.21980385869275,78.3321537286567,62.38359788359789,13.16571764508273,9.47012707860922,9.0375,14.0,9.6177,1.3714,42.1397,10.7892,2.7018,0.4496,21.424,4.1549,34.32357,7.690018,74.67345,20.24941,12.04074,151.0,88.90972,29.24316,-2.0,5.0,3.0,8.0,-1.0,7.0,13.0,32.0,0.755628,0.157821,4.6128,-8.0,1.0,14.919734987869857,283.72174624117116,7.155892857012749,72.2988258434687,12.98963844797178,53.16475449240225,3.518665,551.0,39.8465,8.9865
163,Gadag,Naragund,29.230769230769234,63.84615384615384,127.0,124.0,87.30154693584048,11.30232558139535,135307.0,4.647435897435898,70.2991452991453,100.0,33.97105209605209,28.87515262515259,1.0,26.953846153846154,9.3991,2.0448,56.7175,64.8969,6.3139,4.5202,58.6188,5.5247,64.7212,7.7282541548672565,55.49145,34.46581,54.24196,85.0,70.2381,38.01412,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-1.0,1.0,4.52,1.0,0.7684136860465115,0.13270830128205127,-1.1416,-1.486725663716814,1.0,12.641824981675217,96.80334422713815,28.02307692307693,76.7094017094017,61.37820512820513,67.50339167070513,8.140222,130.0,42.6726,11.3184
164,Chikmagalur,Narasimharajapura,3.731343283582089,96.26865671641791,131.0,114.0,69.44283783571795,11.30232558139535,505972.0,5.931122448979592,41.83956916099773,18.06972789115646,6.705539358600583,20.66149376417233,1.0,5.0,5.6731,0.6459,29.985,20.8575,8.3786,1.5727,3.1829,1.3106,19.23404,4.395196,64.08214,45.09637,25.52323,62.0,94.79167,51.93794,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-0.32888888888888895,1.0,2.0,2.0,1.146018,0.168083,-1.81633,-1.0,1.0,11.876436316582641,13.668357654024568,12.66995748299319,16.46471088435374,66.85799319727892,44.35293164829507,0.191327,134.0,16.8976,5.9539
165,Dharwad,Navalgund,21.27659574468085,78.01418439716312,140.0,131.0,115.96126022654416,11.30232558139535,188091.0,4.938725490196078,52.72352430555556,63.0859375,49.60082408910534,24.0167720734127,9.0375,26.953846153846154,5.4737,3.6293,47.4342,36.5313,32.9615,0.5503,32.5301,1.9188,44.49495,13.60233,50.13377,45.29061,31.8096,20.0,71.78819,25.70013,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-1.0,3.9599999999999995,1.0,5.0,0.745869,0.08391,1.6594,-1.0,1.0752212389380533,6.514816894972824,87.56829406279866,47.434558633899755,45.61576467209691,75.73784722222223,67.70933667089025,9.033203,141.0,44.2511,4.3136
166,Bengaluru Rural,Nelamangala,13.588850174216027,77.00348432055749,280.0,219.0,61.729981737870034,11.30232558139535,287228.0,22.33054687961486,70.23934356305486,87.94094652099038,14.69456993969547,9.570518038856855,2.0,2.0,5.4749,0.5098,15.7913,4.8945,5.3932,1.4564,7.6904,1.43,29.3497,29.97756,79.582,56.84626,22.80231,209.0,72.91953,42.07837,-2.0,4.0,1.0,3.0,-0.32888888888888895,6.0,4.52,13.0,0.690503,0.119194,-0.8752,-3.0,1.0752212389380533,60.80495768641302,26.70190752698198,48.41851929521101,28.13242170042129,16.73261227229155,38.77354542493082,2.066419,287.0,25.0265,0.6995
167,Vijayapura,Nidagundi,25.53191489361702,74.46808510638297,94.0,94.0,71.45919580378647,11.30232558139535,132627.0,5.408163265306122,46.28042358718379,57.15454931972789,35.43589801992225,10.21703160430839,1.0,26.953846153846154,13.5735,11.1348,47.0862,58.3097,7.6926,3.2016,66.2369,8.1618,57.48861,2.328858,55.34165,39.6649,27.3188,72.0,53.62032,21.88667,2.0,3.0,1.0933333333333333,2.3200000000000003,-1.0,3.9599999999999995,1.0,2.0,0.7684136860465115,0.13270830128205127,6.0174,1.0,1.0752212389380533,69.30696608265463,87.94119914217114,28.64162309068267,36.76307229240903,50.87744472789116,66.84107998507338,4.681828,94.0,51.7842,33.1125
168,Belagavi,Nippani,44.871794871794876,55.12820512820513,458.0,449.0,111.86340868834831,11.30232558139535,107773.0,7.051282051282049,55.00563713733357,98.03685897435898,17.81291888748029,27.2073573288851,7.0,9.0,3.7898,2.2396,32.7984,16.9974,9.9139,0.4851,22.1549,2.5131,29.80734,6.478429,56.00101,52.51519,37.83833,87.0,68.94231,26.76917,1.0,3.0,1.0,-1.0,2.0,3.0,1.0,6.0,0.7684136860465115,0.13270830128205127,27.6376,-1.486725663716814,1.0,12.641824981675217,39.045189817944475,11.934133279914526,51.55421738755072,24.62606837606837,67.9772927689072,10.12821,468.0,38.7,9.7279
169,Davanagere,Nyamati,0.9174311926605505,74.31192660550458,109.0,102.0,56.58525016948081,11.30232558139535,111450.0,2.199074074074075,11.91724537037037,51.70833333333334,42.7389632936508,17.48183421516755,5.0,10.0,3.2665,0.0578,55.6562,20.9482,8.2579,2.0139,14.7235,4.5866,68.46885,0.821181,28.89038,52.41336,40.03645,253.47787610619469,46.92361,27.48889,6.0,5.0,2.0,5.0,5.0,5.0,5.0,10.0,0.7684136860465115,0.13270830128205127,13.721,-1.0,1.0752212389380533,45.401035068468055,235.15857849833327,2.428666666666668,23.02755731922399,36.94444444444444,79.35267857142593,5.079545,98.0,31.1428,5.0299
170,Mandya,Pandavpura,8.270676691729323,68.42105263157895,259.0,219.0,60.70912651712471,1.0,390901.0,7.185891606464523,72.6955831711691,100.0,18.99139643838305,7.869923093881428,9.0375,4.0,8.4623,2.0641,27.1917,7.2716,2.9376,1.8048,12.3666,1.9409,41.22828,3.258664,65.90452,48.00833,28.9263,152.0,94.65621,46.3467,-1.0,4.0,2.0,4.0,-0.32888888888888895,4.0,3.0,11.0,0.820635,0.166272,-5.5966,-2.0,1.0752212389380533,12.641824981675217,50.91126949346139,7.155892857012749,42.45334157226519,55.50827355514856,55.42511385592775,1.831483,214.0,29.1315,1.3321
171,Tumkur,Pavagada,4.545454545454546,92.72727272727272,325.0,309.0,89.9876805737738,11.30232558139535,186792.0,23.84379509379509,49.41621572871573,68.33032708032708,22.83367308764134,21.67474232117086,9.0375,2.0,8.2123,2.1806,52.6682,11.1088,15.0998,0.9545,17.7042,7.0973,57.42893,4.220285,62.92455,59.42227,40.17744,290.0,87.25619,35.4882,4.0,8.0,3.0,-6.0,-3.0,2.0,4.0,2.0,0.917523,0.184306,-6.874,-1.486725663716814,1.0752212389380533,12.641824981675217,86.04555003613139,14.057879653679654,92.67674763508097,95.63041125541125,58.53692320102726,3.084465,330.0,37.0006,7.0973
172,Mysuru,Piriyapatna,3.9660056657223794,86.11898016997166,349.0,322.0,70.59460526583182,11.30232558139535,125315.0,18.16216259230965,63.49385882825352,51.0545051353875,18.95378593032655,35.74474266202206,5.0,2.0,9.6665,3.1138,39.1428,6.6249,0.4923,1.2814,16.6056,9.0973,24.58113,1.466295,66.48205,37.91556,42.22865,77.0,73.0895,24.4821,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,1.0,16.0,16.0,22.0,0.692814,0.169355,19.91633,-11.0,2.0,60.78521581703429,145.47594160703048,7.155892857012749,37.50603713707706,19.34786414565826,49.93980668137236,0.43861,349.0,39.6992,4.4647
173,Dakshina Kannada,Puttur,20.605569080934412,100.0,213.0,209.0,72.43425886956166,11.30232558139535,322839.0,9.144587928282016,78.9295634920635,94.79166666666667,24.89618406285073,32.53086419753085,3.0,26.953846153846154,2.1537,0.7601,9.6284,24.0076,15.5828,1.091574778761062,0.8446,4.3497,28.68371,9.166667,66.64443,50.34722,32.70202,217.0,87.29167,46.9467,8.0,9.0,3.0,8.0,-0.32888888888888895,4.0,2.0,8.0,0.861312,0.207668,25.36967,1.0,-1.0,2.658571743520196,47.545025128790876,6.8983848,35.22222222222221,62.31770833333334,62.0833333335,7.765152,215.0,30.4054,7.348
174,Bagalkot,RABAKAVI BANAHATTI,41.967213114754095,58.032786885245905,294.0,283.0,74.19380900516809,11.30232558139535,110308.0,5.113932291666666,34.64732142857142,47.78645833333333,36.83483075084638,29.61627294146824,2.0,3.0,5.6856,3.0942,32.4502,52.7944,6.9812,1.4504,42.603,4.1771,50.93375,2.914187,48.21073,39.04762,48.54122,284.0,38.43316,28.6405,1.0,4.0,2.0,2.3200000000000003,-1.0,3.9599999999999995,4.52,-1.0,0.7684136860465115,0.13270830128205127,44.7584,4.0,1.0752212389380533,0.6786267598930025,22.030453996596655,12.418559981348704,37.91508838383838,51.21527777777777,64.95423557959145,7.881181,305.0,37.6136,6.0723
175,Belagavi,Raibag,13.88888888888889,69.87179487179486,457.0,435.0,99.40112972655628,9.0,105929.0,6.578947368421053,66.84985840096272,95.77850877192982,26.99634571893343,14.75529320284437,9.0375,2.0,6.2614,2.5801,40.0792,31.9137,15.8296,0.576,44.291,3.6322,34.59278,16.38471,57.08014,54.26748,36.52514,227.0,53.42836,21.80724,3.0,6.0,1.0,7.0,-1.0,1.0,1.0,8.351111111111111,0.779863,0.083478,47.0674,7.0,1.0,12.641824981675217,62.976259469917714,4.768217549081036,63.59008579951562,22.13084795321637,71.51488050633299,3.423724,468.0,43.7241,15.9986
